,KC index,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,lng,sqft_living15,sqft_lot15,dists_parks (m),dists_coffee (m),dists_restr (m),dists_trail (m),dists_gyms (m),dists_bus (m),dists_groc (m),dists_play (m),dists_pubs (m)
19340,19340,5492200090,20141007T000000,770126.0,4.0,2.75,2390,9300,1.0,0,0,3,8,1430,960,1979,0,98004,47.6035,-122.206,1910,9348,"[172, 565, 726, 817, 1053, 1059]","[859, 882, 898, 1229, 1277, 1280]","[716, 740, 746, 746, 772, 777]","[2402, 2415, 2712, 2730, 2780, 2876]","[665, 1079, 1270, 1399, 1498, 1760]","[2704, 4125, 4175, 4194, 4546, 4841]","[1129, 1680, 1826, 1920, 2243, 2282]","[1825, 2760, 4165, 5410, 5863, 5871]","[767, 795, 1284, 1320, 1344, 1376]"
19471,19471,2566300100,20150327T000000,1388000.0,5.0,1.75,2650,11340,1.0,0,0,3,8,2650,0,1955,0,98004,47.62600000000001,-122.213,2780,13204,"[822, 1278, 1281, 1436, 1500, 1614]","[1141, 1178, 1206, 1243, 1292, 1293]","[139, 142, 1014, 1035, 1038, 1051]","[930, 2040, 2309, 3983, 4330, 4507]","[1250, 1433, 1582, 1629, 1708, 1848]","[1621, 1639, 2333, 3616, 4922, 5035]","[766, 1014, 1080, 1336, 2102, 2284]","[1576, 3131, 4359, 4964, 5819, 6008]","[1245, 1295, 1344, 1408, 1467, 1498]"
19508,19508,3472800068,20140717T000000,968000.0,5.0,2.5,2900,9799,1.0,0,0,3,8,1450,1450,1959,0,98004,47.6255,-122.208,2810,9687,"[834, 900, 903, 1148, 1439, 1690]","[914, 971, 991, 1002, 1040, 1057]","[236, 241, 746, 750, 752, 812]","[593, 2402, 2627, 3676, 4078, 4206]","[926, 1083, 1275, 1319, 1334, 1497]","[1806, 1806, 2213, 3627, 4858, 4896]","[415, 797, 1161, 1248, 1848, 1918]","[1912, 3050, 4214, 5342, 5833, 5842]","[976, 1030, 1096, 1158, 1214, 1252]"
19529,19529,1651500040,20140801T000000,1980000.0,4.0,4.0,4360,12081,2.0,0,0,3,10,4360,0,2007,0,98004,47.6377,-122.219,2180,10800,"[899, 1052, 1476, 2072, 2288, 2291]","[321, 362, 1383, 1835, 2296, 2488]","[1424, 1425, 1443, 1462, 1529, 1586]","[1254, 1418, 1745, 4097, 4842, 4902]","[1543, 2496, 2528, 2611, 2786, 2905]","[267, 322, 1799, 2502, 3853, 4156]","[1408, 1704, 2271, 2364, 3039, 3354]","[2140, 2329, 4414, 4637, 4980, 5734]","[2313, 2317, 2562, 2616, 2679, 2742]"
19534,19534,5078400035,20150402T000000,875000.0,4.0,1.75,2360,8286,1.0,0,0,3,7,1320,1040,1952,0,98004,47.6226,-122.205,1680,7630,"[675, 682, 796, 1086, 1194, 1412]","[546, 609, 615, 627, 655, 703]","[354, 358, 369, 440, 473, 496]","[658, 2746, 3007, 3289, 3817, 4143]","[543, 730, 927, 928, 1143, 1166]","[2192, 2195, 2449, 3941, 4666, 4758]","[443, 503, 1226, 1385, 1458, 1591]","[2073, 3305, 3855, 5582, 5634, 5965]","[586, 641, 712, 772, 827, 866]"
19569,19569,9808610410,20140822T000000,640000.0,4.0,2.5,2320,11259,2.0,0,0,3,9,2320,0,1982,0,98004,47.6443,-122.194,2820,11770,"[944, 1402, 1682, 1700, 2011, 2257]","[818, 1158, 1462, 1662, 2318, 2341]","[266, 433, 501, 1121, 1200, 1227]","[1901, 2089, 3121, 3424, 3808, 3812]","[469, 1853, 2071, 2437, 2702, 2767]","[214, 1727, 1814, 1902, 2730, 2735]","[1176, 2044, 2379, 2426, 2971, 2978]","[834, 3775, 3897, 4295, 4410, 4660]","[1731, 1732, 2951, 2992, 3041, 3061]"
19649,19649,2213000030,20140512T000000,1264000.0,4.0,3.75,3490,9170,2.0,0,0,3,9,3490,0,2012,0,98004,47.5991,-122.2,1810,8470,"[665, 743, 760, 792, 1099, 1299]","[904, 1064, 1242, 1280, 1333, 1519]","[902, 1031, 1049, 1196, 1213, 1238]","[1752, 1979, 2140, 2260, 2467, 3193]","[1086, 1167, 1176, 1233, 1408, 1792]","[2489, 3636, 4324, 4367, 4764, 4777]","[1360, 1952, 2200, 2286, 2412, 2483]","[1219, 3423, 3504, 5508, 5608, 5853]","[1220, 1254, 1288, 1659, 1693, 1794]"
19681,19681,1266200140,20150506T000000,1850000.0,4.0,3.25,4160,10335,2.0,0,0,3,10,4160,0,2014,0,98004,47.6235,-122.192,1840,10333,"[315, 318, 476, 1476, 1656, 1665]","[506, 548, 553, 639, 862, 895]","[314, 490, 525, 587, 607, 625]","[820, 2774, 3311, 3469, 3598, 3744]","[293, 470, 491, 595, 697, 1065]","[2300, 2683, 2715, 3688, 3957, 4131]","[798, 895, 1111, 1117, 1223, 1408]","[3052, 3147, 3916, 4624, 5215, 5255]","[924, 952, 975, 1057, 1063, 1066]"
19708,19708,7324900016,20141021T000000,1450000.0,5.0,3.5,4170,9090,2.0,0,0,3,10,4170,0,2008,0,98004,47.5918,-122.196,1930,13635,"[470, 470, 975, 1218, 1331, 1354]","[910, 1583, 2069, 2120, 2188, 2309]","[913, 1568, 1609, 2034, 2063, 2083]","[905, 1309, 1832, 1991, 2062, 3047]","[1217, 1522, 1628, 2008, 2039, 2137]","[2128, 3412, 3604, 4020, 5628, 5639]","[2135, 2333, 2547, 2576, 2750, 2854]","[380, 2683, 4223, 4857, 5631, 5704]","[1785, 2108, 2151, 2477, 2509, 2596]"
19777,19777,8084900160,20150212T000000,2641100.0,5.0,4.25,4660,16200,2.0,0,2,3,11,4660,0,2005,0,98004,47.6326,-122.216,3340,16200,"[506, 1611, 1708, 1766, 1767, 1781]","[599, 605, 1156, 1679, 1882, 1927]","[835, 853, 1161, 1172, 1667, 1690]","[1250, 1605, 1682, 4119, 4661, 5193]","[1673, 1913, 2047, 2073, 2230, 2305]","[855, 877, 1911, 2953, 4288, 4523]","[1168, 1171, 1722, 1758, 2832, 2833]","[1809, 2604, 4641, 5126, 5134, 5509]","[1962, 2015, 2076, 2139, 2197, 2232]"
19823,19823,8085400376,20150421T000000,2320000.0,4.0,3.5,5050,9520,2.0,0,0,3,11,3610,1440,2007,0,98004,47.6364,-122.209,2430,9248,"[382, 1678, 1683, 1762, 2114, 2227]","[621, 1000, 1031, 1086, 2099, 2108]","[665, 668, 994, 1028, 1183, 1208]","[1130, 2016, 2129, 3460, 4665, 4777]","[1005, 1833, 2005, 2063, 2214, 2280]","[781, 829, 1238, 2428, 3728, 3912]","[647, 1152, 1998, 2262, 2715, 2987]","[1964, 2477, 4634, 5052, 5156, 5417]","[2134, 2189, 2268, 2292, 2295, 2325]"
19956,19956,2311400195,20150303T000000,1563100.0,5.0,3.5,3630,8100,2.0,0,0,3,10,3630,0,2008,0,98004,47.5951,-122.2,1730,8246,"[249, 787, 941, 1130, 1150, 1337]","[952, 1393, 1686, 1724, 1773, 1958]","[952, 1367, 1396, 1641, 1655, 1671]","[1378, 1700, 2041, 2091, 2273, 3503]","[1301, 1420, 1427, 1610, 1851, 2166]","[2143, 3652, 4068, 4303, 5191, 5205]","[1795, 2331, 2639, 2661, 2698, 2803]","[792, 3156, 3749, 5086, 5791, 6102]","[1575, 1694, 1722, 2103, 2137, 2238]"
19961,19961,5078400215,20140730T000000,1695000.0,5.0,4.75,3940,7067,2.0,0,0,3,10,3230,710,2008,0,98004,47.6232,-122.205,1910,7735,"[663, 670, 825, 1130, 1152, 1476]","[612, 664, 681, 693, 718, 764]","[413, 418, 434, 506, 507, 533]","[600, 2715, 2963, 3336, 3866, 4095]","[587, 758, 954, 987, 1147, 1173]","[2132, 2136, 2385, 3874, 4658, 4823]","[441, 509, 1259, 1320, 1517, 1613]","[2081, 3240, 3921, 5588, 5618, 6026]","[646, 701, 774, 834, 889, 928]"
19973,19973,711000110,20140915T000000,1266520.0,3.0,2.5,3060,9576,2.0,0,0,3,10,3060,0,2005,0,98004,47.5928,-122.199,3060,9579,"[223, 715, 968, 1208, 1320, 1416]","[1003, 1571, 1942, 1983, 2036, 2205]","[1005, 1549, 1585, 1899, 1917, 1937]","[1134, 1436, 1829, 2128, 2246, 3240]","[1338, 1556, 1610, 1875, 2024, 2035]","[2019, 3612, 3849, 4236, 5457, 5472]","[2038, 2526, 2575, 2672, 2825, 2852]","[526, 2916, 3993, 4873, 5843, 5847]","[1763, 1957, 1987, 2357, 2390, 2495]"
20092,20092,250000090,20140714T000000,1750000.0,4.0,4.5,4650,7660,2.0,0,0,3,11,3640,1010,2008,0,98004,47.6349,-122.198,1710,8400,"[869, 1215, 1225, 1691, 2030, 2395]","[222, 345, 1552, 1712, 1773, 1826]","[200, 214, 708, 815, 1003, 1144]","[814, 2837, 2857, 2941, 4105, 4639]","[926, 1164, 1444, 1660, 1704, 1754]","[1008, 1587, 1648, 2623, 3776, 3813]","[204, 960, 1885, 2101, 2415, 2528]","[1874, 3028, 4781, 5170, 5266, 5306]","[1912, 1962, 2053, 2096, 2136, 2180]"
20168,20168,250000010,20140924T000000,1750000.0,4.0,3.5,3845,8400,2.0,0,0,3,10,3845,0,2013,0,98004,47.6354,-122.198,1710,8400,"[885, 1270, 1280, 1746, 1976, 2340]","[226, 312, 1595, 1767, 1821, 1823]","[220, 240, 710, 759, 949, 1088]","[868, 2805, 2845, 2943, 4155, 4689]","[872, 1212, 1463, 1715, 1760, 1809]","[953, 1566, 1630, 2568, 3720, 3759]","[216, 1012, 1938, 2150, 2464, 2571]","[1818, 3057, 4726, 5211, 5225, 5268]","[1967, 2017, 2108, 2152, 2191, 2236]"
20233,20233,5710000005,20140522T000000,2150000.0,4.0,5.5,5060,10320,2.0,0,0,3,11,5060,0,2008,0,98004,47.6245,-122.21,3010,10080,"[941, 1035, 1039, 1225, 1374, 1572]","[877, 921, 947, 995, 1014, 1023]","[154, 171, 740, 756, 760, 783]","[777, 2316, 2587, 3705, 4230, 4264]","[971, 1158, 1311, 1354, 1491, 1572]","[1849, 1858, 2375, 3750, 4896, 5015]","[598, 752, 1065, 1332, 1835, 2014]","[1739, 3203, 4139, 5220, 5957, 5976]","[971, 1022, 1076, 1139, 1198, 1231]"
20295,20295,251500080,20140826T000000,3204000.0,4.0,4.0,4810,18851,2.0,0,3,3,11,4810,0,2007,0,98004,47.6364,-122.214,3970,19929,"[521, 1439, 1853, 1918, 1921, 2134]","[627, 659, 988, 1460, 2206, 2261]","[1026, 1027, 1192, 1215, 1290, 1302]","[1368, 1653, 1758, 3801, 4864, 4886]","[1285, 2134, 2169, 2263, 2431, 2601]","[520, 537, 1535, 2505, 3840, 4081]","[1011, 1346, 2087, 2163, 2978, 3093]","[2176, 2226, 4691, 4782, 5073, 5495]","[2260, 2315, 2341, 2345, 2386, 2447]"
20441,20441,1925059254,20150507T000000,2998000.0,5.0,4.0,6670,16481,2.0,0,0,3,12,4960,1710,2007,0,98004,47.6409,-122.221,4800,16607,"[735, 1245, 1382, 2350, 2382, 2391]","[565, 600, 1637, 2031, 2051, 2762]","[1556, 1661, 1687, 1693, 1829, 1836]","[1071, 1420, 2093, 4138, 4568, 4637]","[1589, 2850, 2873, 2979, 3151, 3287]","[199, 263, 1841, 2263, 3611, 3962]","[1666, 2066, 2629, 2750, 2755, 3309]","[2232, 2401, 4301, 4343, 4660, 5419]","[2058, 2062, 2945, 2999, 3063, 3126]"
20460,20460,9808100150,20150402T000000,3345000.0,5.0,3.75,5350,15360,1.0,0,1,3,11,3040,2310,2008,0,98004,47.648,-122.218,3740,15940,"[1016, 1591, 1698, 1794, 1949, 2055]","[1281, 1384, 1420, 1927, 2115, 2145]","[1227, 1241, 1266, 1270, 1372, 1381]","[1546, 2095, 2582, 3756, 3795, 3830]","[1450, 3225, 3248, 3321, 3451, 3454]","[841, 879, 1496, 1648, 2825, 3226]","[1942, 1962, 2533, 2605, 3157, 3407]","[1708, 3219, 3524, 3841, 4698, 5233]","[1276, 1280, 3206, 3208, 3217, 3238]"
20500,20500,2311400145,20141029T000000,1699990.0,4.0,3.75,3320,8234,2.0,0,0,3,10,3320,0,2014,0,98004,47.5963,-122.2,1560,8240,"[367, 752, 1020, 1024, 1041, 1383]","[915, 1287, 1553, 1591, 1641, 1826]","[915, 1259, 1286, 1507, 1522, 1541]","[1486, 1832, 2048, 2168, 2260, 3504]","[1264, 1318, 1334, 1479, 1718, 2103]","[2243, 3642, 4155, 4304, 5062, 5077]","[1664, 2214, 2507, 2546, 2690, 2742]","[918, 3258, 3649, 5212, 5733, 6164]","[1463, 1562, 1591, 1969, 2003, 2105]"
20527,20527,8085400401,20150115T000000,1898000.0,4.0,4.5,4020,9656,2.0,0,0,3,10,4020,0,2007,0,98004,47.6358,-122.207,1960,9520,"[357, 1540, 1546, 1926, 1985, 2203]","[460, 943, 1149, 1178, 1975, 2020]","[502, 505, 936, 1003, 1148, 1174]","[997, 2177, 2273, 3357, 4527, 4816]","[967, 1676, 1892, 1936, 2081, 2118]","[942, 992, 1183, 2480, 3758, 3915]","[485, 1037, 1915, 2257, 2566, 2877]","[1954, 2542, 4686, 5118, 5305, 5327]","[2034, 2089, 2171, 2226, 2277, 2319]"
20871,20871,666000142,20150326T000000,798500.0,3.0,3.0,1950,1833,3.0,0,0,3,9,1610,340,2009,0,98004,47.6078,-122.202,2040,2131,"[209, 392, 578, 662, 887, 1286]","[325, 334, 355, 666, 728, 757]","[238, 258, 263, 280, 281, 282]","[2212, 2227, 2654, 2693, 3118, 3384]","[227, 515, 851, 971, 1280, 1325]","[3260, 3798, 3808, 3930, 4035, 4667]","[582, 1222, 1416, 1670, 1724, 1734]","[2197, 2701, 4397, 4900, 5462, 6019]","[275, 331, 729, 765, 839, 845]"
20897,20897,3860900035,20150415T000000,1940000.0,5.0,3.5,4230,16526,2.0,0,0,3,10,4230,0,2008,0,98004,47.5933,-122.199,3000,12362,"[217, 749, 939, 1216, 1269, 1363]","[973, 1522, 1886, 1927, 1981, 2149]","[974, 1500, 1535, 1843, 1862, 1882]","[1175, 1491, 1880, 2102, 2234, 3290]","[1311, 1513, 1561, 1821, 2047, 2073]","[2055, 3603, 3883, 4233, 5403, 5418]","[1982, 2476, 2612, 2691, 2802, 2848]","[578, 2957, 3950, 4925, 5817, 5893]","[1713, 1902, 1933, 2301, 2334, 2440]"
20951,20951,8725950360,20150501T000000,720000.0,2.0,1.75,1570,1108,3.0,0,0,3,9,1570,0,2007,0,98004,47.6215,-122.2,1940,1160,"[392, 403, 405, 1001, 1448, 1449]","[349, 376, 512, 513, 530, 584]","[102, 122, 140, 148, 231, 270]","[706, 2942, 3135, 3373, 3475, 3995]","[219, 339, 535, 700, 754, 878]","[2480, 2493, 2505, 4078, 4315, 4457]","[495, 636, 1197, 1205, 1425, 1460]","[2438, 3370, 3689, 5199, 5707, 5789]","[421, 468, 560, 600, 639, 684]"
20991,20991,8725950220,20150226T000000,910000.0,3.0,2.5,2030,1160,3.0,0,0,3,9,1970,60,2007,0,98004,47.6213,-122.2,1950,1160,"[396, 408, 419, 980, 1429, 1463]","[335, 354, 490, 495, 508, 565]","[83, 109, 120, 131, 213, 255]","[728, 2926, 3145, 3387, 3459, 4012]","[198, 329, 525, 677, 743, 891]","[2499, 2511, 2527, 4100, 4319, 4444]","[481, 657, 1184, 1191, 1411, 1451]","[2438, 3392, 3667, 5198, 5687, 5787]","[399, 446, 539, 578, 617, 662]"
21142,21142,8725950020,20140827T000000,695000.0,2.0,1.75,1570,1207,3.0,0,0,3,9,1570,0,2007,0,98004,47.6215,-122.201,1570,1206,"[450, 460, 473, 982, 1410, 1415]","[379, 410, 473, 496, 522, 549]","[153, 182, 186, 204, 221, 225]","[703, 2992, 3068, 3315, 3525, 4041]","[248, 406, 603, 710, 820, 942]","[2441, 2451, 2513, 4072, 4389, 4518]","[440, 615, 1227, 1269, 1451, 1470]","[2364, 3378, 3695, 5274, 5735, 5863]","[406, 457, 548, 594, 638, 682]"
21148,21148,524059063,20140506T000000,1800000.0,5.0,5.0,4490,10279,2.0,0,0,3,10,3930,560,2013,0,98004,47.5974,-122.202,2490,10279,"[460, 590, 861, 1030, 1231, 1248]","[1048, 1301, 1443, 1470, 1506, 1734]","[1047, 1269, 1288, 1390, 1394, 1395]","[1672, 1980, 2161, 2247, 2405, 3382]","[1325, 1334, 1389, 1392, 1615, 1991]","[2248, 3786, 4348, 4459, 4905, 4921]","[1581, 2193, 2368, 2527, 2560, 2650]","[1084, 3448, 3458, 5282, 5819, 6051]","[1429, 1446, 1461, 1860, 1895, 1988]"
21213,21213,666000143,20141229T000000,785000.0,3.0,3.0,1950,1983,3.0,0,0,3,9,1610,340,2009,0,98004,47.6078,-122.202,2040,2131,"[209, 392, 578, 662, 887, 1286]","[325, 334, 355, 666, 728, 757]","[238, 258, 263, 280, 281, 282]","[2212, 2227, 2654, 2693, 3118, 3384]","[227, 515, 851, 971, 1280, 1325]","[3260, 3798, 3808, 3930, 4035, 4667]","[582, 1222, 1416, 1670, 1724, 1734]","[2197, 2701, 4397, 4900, 5462, 6019]","[275, 331, 729, 765, 839, 845]"
21275,21275,8725950170,20150123T000000,950000.0,2.0,2.25,2200,2043,2.0,0,0,3,9,1760,440,2007,0,98004,47.6213,-122.2,2020,1957,"[396, 408, 419, 980, 1429, 1463]","[335, 354, 490, 495, 508, 565]","[83, 109, 120, 131, 213, 255]","[728, 2926, 3145, 3387, 3459, 4012]","[198, 329, 525, 677, 743, 891]","[2499, 2511, 2527, 4100, 4319, 4444]","[481, 657, 1184, 1191, 1411, 1451]","[2438, 3392, 3667, 5198, 5687, 5787]","[399, 446, 539, 578, 617, 662]"
21368,21368,9533100285,20140630T000000,2065000.0,4.0,3.75,4350,7965,2.0,0,0,3,10,4350,0,2013,0,98004,47.6289,-122.205,2190,8557,"[552, 856, 858, 1249, 1784, 2095]","[741, 1189, 1225, 1243, 1248, 1314]","[569, 591, 673, 699, 1005, 1015]","[331, 2491, 2601, 3661, 3815, 4351]","[1120, 1160, 1193, 1359, 1576, 1580]","[1588, 1608, 1780, 3241, 4487, 4590]","[275, 722, 1143, 1680, 1924, 2102]","[2253, 2624, 4547, 5443, 5501, 5685]","[1253, 1308, 1390, 1445, 1496, 1538]"
21383,21383,644000115,20140923T000000,1765000.0,4.0,3.25,3980,10249,2.0,0,0,3,10,3980,0,2011,0,98004,47.5873,-122.196,2450,10912,"[397, 795, 1077, 1170, 1539, 1575]","[1329, 2062, 2271, 2302, 2363, 2365]","[1333, 2029, 2033, 2050, 2067, 2094]","[584, 808, 1428, 2271, 2306, 2592]","[1575, 1586, 1883, 1973, 2110, 2521]","[1889, 3315, 3552, 4098, 6026, 6106]","[2031, 2333, 2445, 2635, 2763, 2966]","[125, 2329, 4406, 4615, 5216, 5610]","[2267, 2321, 2597, 2633, 2975, 3008]"
21467,21467,2311400056,20141201T000000,1987500.0,5.0,3.5,5230,8960,2.0,0,0,3,11,4450,780,2014,0,98004,47.5964,-122.201,2310,9603,"[356, 676, 989, 1058, 1098, 1370]","[987, 1327, 1546, 1578, 1621, 1827]","[986, 1298, 1322, 1496, 1506, 1516]","[1539, 1856, 2117, 2157, 2334, 3492]","[1335, 1356, 1387, 1455, 1714, 2096]","[2204, 3716, 4219, 4380, 5031, 5047]","[1669, 2244, 2486, 2577, 2694, 2696]","[953, 3315, 3591, 5199, 5796, 6157]","[1498, 1544, 1567, 1963, 1998, 2095]"
21473,21473,8085400586,20141101T000000,1750000.0,4.0,2.75,3560,8975,2.0,0,0,3,10,3560,0,2014,0,98004,47.6322,-122.209,3440,12825,"[86, 1323, 1326, 1722, 2019, 2053]","[676, 1080, 1096, 1206, 1651, 1694]","[662, 677, 723, 749, 1345, 1427]","[778, 2130, 2167, 3687, 4288, 4825]","[1387, 1576, 1579, 1665, 1832, 2024]","[1116, 1135, 1592, 2892, 4181, 4342]","[680, 748, 1538, 1831, 2388, 2551]","[2175, 2380, 4958, 5098, 5166, 5518]","[1687, 1743, 1818, 1877, 1931, 1971]"
21530,21530,8964800330,20150407T000000,3000000.0,4.0,3.75,5090,14823,1.0,0,0,3,11,4180,910,2013,0,98004,47.62,-122.207,3030,12752,"[828, 883, 919, 929, 1096, 1290]","[339, 374, 402, 448, 500, 510]","[261, 262, 327, 327, 407, 426]","[983, 2771, 3100, 3206, 3723, 4094]","[580, 790, 821, 1008, 1126, 1198]","[2396, 2403, 2767, 4233, 4443, 4808]","[213, 826, 972, 1301, 1676, 1702]","[1914, 3600, 3620, 5571, 5715, 5768]","[471, 513, 548, 612, 670, 698]"
21533,21533,524059322,20150226T000000,999999.0,3.0,2.5,2100,4097,2.0,0,0,3,9,2100,0,2008,0,98004,47.5983,-122.2,1780,4764,"[578, 745, 821, 852, 1184, 1223]","[896, 1123, 1331, 1368, 1421, 1606]","[895, 1092, 1113, 1285, 1301, 1324]","[1674, 1994, 2051, 2256, 2381, 3282]","[1149, 1209, 1234, 1262, 1496, 1881]","[2417, 3635, 4305, 4316, 4849, 4862]","[1446, 2025, 2288, 2359, 2491, 2556]","[1133, 3433, 3486, 5423, 5642, 5942]","[1287, 1342, 1375, 1747, 1782, 1883]"
21568,21568,524059330,20150130T000000,1700000.0,4.0,3.5,3830,8963,2.0,0,0,3,10,3120,710,2014,0,98004,47.599,-122.197,2190,10777,"[645, 736, 886, 978, 1192, 1199]","[680, 912, 1266, 1320, 1398, 1509]","[678, 884, 911, 1234, 1269, 1280]","[1646, 1759, 2035, 2110, 2524, 3216]","[943, 977, 1008, 1263, 1417, 1810]","[2618, 3411, 4100, 4201, 4845, 4854]","[1338, 1842, 2173, 2260, 2324, 2629]","[1180, 3368, 3594, 5405, 5570, 5857]","[1089, 1317, 1373, 1673, 1706, 1820]"
21600,21600,249000205,20141015T000000,1537000.0,5.0,3.75,4470,8088,2.0,0,0,3,11,4470,0,2008,0,98004,47.6321,-122.2,2780,8964,"[699, 942, 950, 1413, 2156, 2369]","[329, 676, 1422, 1445, 1553, 1601]","[240, 264, 912, 1084, 1106, 1126]","[479, 2797, 2802, 3146, 3901, 4438]","[1011, 1225, 1375, 1391, 1491, 1523]","[1337, 1607, 1653, 2907, 4094, 4150]","[296, 616, 1545, 1917, 2194, 2233]","[2200, 2745, 4864, 5085, 5410, 5558]","[1586, 1638, 1728, 1774, 1816, 1860]"
